user_name,user_app_rating,user_review_date,company_comment_date,user_simple_comment,user_specific_comment,company_answer_check
옌지,5,2019년 9월 10일,2019년 9월 11일,"다 너무너무 좋아서 잠안올때 잘쓰고있어요~ 그런데..개설 해주셨으면하는점이있어 글을씁니다. 일단은 제가 팬을누른사람과의 채팅이있잖아요. 팬보드말이죠! 그런데 팬보드에 제가남긴글을찾기 어려워 못쓴 경험을바탕으로 피드백을드려요!- 제가 팬보드에 남긴글을 찾을수있도록 검색창(?) 이나 제글을 위로 고정시키는등..방안도 제시해봐요! 그런점들빼고는 별 1000개를 드려도 아깝지 않을 정도로 좋은 앱입니다~ 이런 앱 만드시고,관리하시고 업데이트하면 시험해보는등..고생많으실텐데.. 이런좋은앱을만들어주셔서 너무감사드리고...! 앞으로도 정규직을지...전체 리뷰","다 너무너무 좋아서 잠안올때 잘쓰고있어요~ 그런데..개설 해주셨으면하는점이있어 글을씁니다. 일단은 제가 팬을누른사람과의 채팅이있잖아요. 팬보드말이죠! 그런데 팬보드에 제가남긴글을찾기 어려워 못쓴 경험을바탕으로 피드백을드려요!- 제가 팬보드에 남긴글을 찾을수있도록 검색창(?) 이나 제글을 위로 고정시키는등..방안도 제시해봐요! 그런점들빼고는 별 1000개를 드려도 아깝지 않을 정도로 좋은 앱입니다~ 이런 앱 만드시고,관리하시고 업데이트하면 시험해보는등..고생많으실텐데.. 이런좋은앱을만들어주셔서 너무감사드리고...! 앞으로도 정규직을지키는 선량한(?)스푸너가 되겠습니다!! 오늘도 힘내시고 수고하세요!!~",answer
C huu,1,2019년 9월 12일,no_answer,방송을 예전부터 해왔지만 이번들어 서버 관리 최악이라고 생각이드는데 틈만 나면 팅기고 네트워크 오류 뜨고 방송을 위해 데이터도 배터리도 돈 들여가며 바꿨는데 이건 좀 너무 하시네요 수수료 먹는 것도 그냥 별 생각 없이 지냈는데 정말 너무 하시네요 욕으로 듣지 않아주셨으면 해요 팩트니까.,no_specific_comment,no_answer
유리,1,2019년 9월 3일,2019년 9월 4일,음소거 기능 오류때문에 제 개인정보가 다 노출됐습니다. 라이브 방송 중에 자택에 시청직원분께서 오셔서 음소거를 켜놓고 전화번호나 요런거 다 말했었구요. 하필 또 as받은 노트북 부품을 배송받아야해서 전화로 집주소까지 브리핑했는데 이 또한 음소거 기능을 사용했음에도 불구하고 청취자들에게 다 들렸다고 합니다. 메일을 보냈는데도 답장을 안주셔서 이렇게 평가로 남깁니다. 피드백해주세요.,no_specific_comment,answer
이시온,3,2019년 8월 29일,2019년 9월 2일,백그라운드 기능이 불안정하고 자주 튕깁니다. 유독 아이폰에 더한 경향도 있구요. 그리고 미국서버를 어떻게 운영하겠다는건지 자세히 공지를 해주셨으면 좋겠네요. 서버를 나누는건 좋지만 서버간 이동은 자유롭게 할수있어야 기존에 쓰던 이용자들의 불만이 줄것같습니다.,no_specific_comment,answer
현우바라기,4,2019년 9월 15일,no_answer,좋긴한뎀 중간에 렉 걸리때가 있어욤...ㅜ 그래두 짱!!!👍,no_specific_comment,no_answer
강호현,5,2019년 9월 14일,no_answer,자기전에 매일들어요,no_specific_comment,no_answer
베린,1,2019년 9월 14일,no_answer,분명히 닉네임도 있었고 가입도 해서 잘 쓰고 있었는데 업데이트하라고 한 상태에서 안했더니 오늘[어제?]보니까 로그인 안했다고 떴습니다. 그래서 업데이트 이후 로그인하려고 했는데 안뜨네요. 그리고 모든 방식(?)으로 해봤는데 가입이 안되어 있다고 나와요. 그런데 알람은 오네요.,no_specific_comment,no_answer
김익명MC,1,2019년 9월 14일,no_answer,1분이 지났는데 하트 누르는 표시가 안생기네요,no_specific_comment,no_answer
바리스타,2,2019년 9월 14일,no_answer,스푼결제가 안되는이유좀 알려주실래요?,no_specific_comment,no_answer
이수진,4,2019년 9월 14일,no_answer,신고사유 기타로해서 직접 작성할 수 있게 해주세요. 좋습니다,no_specific_comment,no_answer
쿠아,3,2019년 9월 14일,no_answer,제가팬 해났던 bj방송 알람이 안떠요 ㅠㅠ,no_specific_comment,no_answer
