user_name,user_app_rating,user_review_date,company_comment_date,comment,company_answer_check
swkj,5,2019년 12월 6일,no_answer,취업이나 이직 준비할때 정말 유용하고 좋아요~~ 정말 최고 중에 최고!! 하나 추가해 주셨으면 하는 기능은 예전에 평점순으로 기업 볼수 있는 기능이 있었는데 지금은 없어진 거 같습니다~ 그 기능 다시 살려주셨으면 좋겠습니다~~,no_answer
김석현,2,2019년 12월 19일,no_answer,"다 좋은데, 정규직과 계약직의 리뷰를 좀 분리해주실 수 없을까요? 분명히 처우가 많이 달라서 느끼는 게 다를 텐데 통으로 묶어서 보여주는 이유를 잘 모르겠어요.",no_answer
마시멜로ふわふわ,2,2019년 12월 17일,no_answer,제가 이 앱을 처음 사용하는 거라서 회원가입을 할려고 했는데 년도가 2000년생 까지만 나와있던데 2001년생은 가입이 안된다는 건가요??,no_answer
이나경,1,2019년 11월 20일,2019년 12월 9일,왜 계속 서버오류라면서 사용할 수 없다고 뜨는걸까요? 검색도 못하고 오류가 생겨요. 그리고 검색창에 이전에 썼던 검색어를 지울 수 있는 엑스 아이콘이 있을때도 있고 그냥 돋보기아이콘이 있을때도 있고..통일이 필요해보여요.,answer
JH Cha,4,2019년 12월 27일,no_answer,다소 주관적이긴해도 경험자들의 소중한 의견과 정보를 얻을수 있어서 좋아요 이직 판단이 쉽지 않을때 참고하면 어느정도 지표가 되준다고 생각합니다,no_answer
강지현,5,2019년 12월 26일,no_answer,좋아요 딱이에요,no_answer
강지원,5,2019년 12월 24일,no_answer,구직자들에게 희망과도 같은 앱,no_answer
칭구빠이,4,2019년 12월 23일,no_answer,이직 준비 중일때 도움이 많이 됨,no_answer
Hye-Min Kim,4,2019년 12월 23일,no_answer,괜찮음 다른데 리뷰도 보고 좋음,no_answer
이정환,5,2019년 12월 22일,no_answer,정보 많이 알아 갑니다.,no_answer
김민호,1,2019년 12월 19일,no_answer,그냥 후기 아님 돈이네 칵퉤 그냥 망해라,no_answer
김종진,5,2019년 12월 19일,no_answer,굿 펙트로조짐,no_answer
김석현,2,2019년 12월 19일,no_answer,"다 좋은데, 정규직과 계약직의 리뷰를 좀 분리해주실 수 없을까요? 분명히 처우가 많이 달라서 느끼는 게 다를 텐데 통으로 묶어서 보여주는 이유를 잘 모르겠어요.",no_answer
Nam-il Heo,2,2019년 12월 19일,no_answer,생생한 경험담은 때론 하향치들의 설렘의 장이 되기도 한다.,no_answer
강현명,3,2019년 12월 17일,no_answer,"왜 빈번하게 일시적 접속오류라 뜨면서 앱 실행이 안 되는 겁니까? 멤버십 가격은 계속 올리고, 기본 혜택은 계속 축소하고, 앱 안정성은 엉망이고, 상당히 실망스럽네요.",no_answer
마시멜로ふわふわ,2,2019년 12월 17일,no_answer,제가 이 앱을 처음 사용하는 거라서 회원가입을 할려고 했는데 년도가 2000년생 까지만 나와있던데 2001년생은 가입이 안된다는 건가요??,no_answer
Woo Gostaux,5,2019년 12월 16일,no_answer,확실히 양질의 서비스를 제공합니다,no_answer
장진우,1,2019년 12월 15일,no_answer,"기업리뷰 1페이지에는 5점으로 도배된 리뷰로 고정시켜주는 걸 당당히 밝혀주세요.. 사용자 기만이자 사기, 허위광고입니다.",no_answer
디스,3,2019년 12월 14일,no_answer,왜 출생연도에 2001년생이 없어요?? 빠른년생이라 공고졸업하고 군대대신 사업체로 알아보고있는데,no_answer
래리윌리엄스,5,2019년 12월 14일,no_answer,후기 읽다보면 시간 가는줄 모름,no_answer
Vanechka Park,5,2019년 12월 14일,no_answer,좋아요,no_answer
Train Btc,4,2019년 12월 13일,no_answer,나름대로 생생한 전현직자의 칭찬과 날선 비난 모두 들을수 있는 앱,no_answer
이난감,5,2019년 12월 12일,no_answer,취준생이라면 필수!!!!,no_answer
킴시누,5,2019년 12월 11일,no_answer,유요합니다,no_answer
이신,1,2019년 12월 11일,no_answer,리뷰작성 길게 다 쓰고 확인 누르니까 올라간게 없네요... 하..... 내 작성글들 다 어디로.... 그냥 증발,no_answer
정다울,2,2019년 12월 11일,no_answer,여러모로 기업에 대한 속깊은 얘기들을 알수 있습니다,no_answer
신수연,4,2019년 12월 11일,no_answer,도움 많이 됨. 많은 사람들이 남겨 서로서로 돕고 공유했으면 좋겠다. 이를 통해 쓰레기같은 ceo들과 선임들이 반성하고 눈치껏 기업환경 개선하길.,no_answer
정춘기,5,2019년 12월 9일,no_answer,여러기업에대해유익한정보얻고있어요,no_answer
김신애,4,2019년 12월 9일,no_answer,유용해요,no_answer
엔빌,5,2019년 12월 9일,no_answer,모바일은 멤버쉽 할인해주실수잇나요?,no_answer
김윤희,5,2019년 12월 6일,no_answer,대부분 사실이라 도움이 많이 됩니다,no_answer
윤은정,5,2019년 12월 6일,no_answer,기업리뷰를 보며 믿고거를수 있어서좋습니다 퇴사후나 재직중에도 익명으로 쓸수있어서좋구요 제의견반영도안되고 들어주지않는회사보다 여기서라도 할말할수있는게제일좋습니다 대나무숲이죠 여긴 앞으로도 쭉~~번창하시고 더많은기업들이평가되면 좋겠습니다 마지막으로 기업들은 이글들을보며 개선되었으면합니다,no_answer
swkj,5,2019년 12월 6일,no_answer,취업이나 이직 준비할때 정말 유용하고 좋아요~~ 정말 최고 중에 최고!! 하나 추가해 주셨으면 하는 기능은 예전에 평점순으로 기업 볼수 있는 기능이 있었는데 지금은 없어진 거 같습니다~ 그 기능 다시 살려주셨으면 좋겠습니다~~,no_answer
손현호,5,2019년 12월 5일,no_answer,진솔한후기들이 남겨있어좋습니다,no_answer
강민학,5,2019년 12월 4일,no_answer,직장 선택시 도움이됩니다.,no_answer
银小叶,4,2019년 12월 4일,no_answer,취업후기가 정확하네요,no_answer
이성희,4,2019년 12월 2일,no_answer,여러 단점이 있지만 구직자에게 좋은 정보를 제공해줌,no_answer
Jihoon Kim,5,2019년 11월 30일,no_answer,굿,no_answer
작은파도,5,2019년 11월 29일,no_answer,정보가 많아요,no_answer
OhSung Kwon,5,2019년 11월 29일,no_answer,굿,no_answer
Eunjoung Jo,4,2019년 11월 27일,no_answer,최근검색 3개밖에 안나오는데 갯수좀 늘려주세요,no_answer
한지,4,2019년 11월 27일,no_answer,좋음,no_answer
사도씨,4,2019년 11월 24일,no_answer,다양한경험들을 들을수있어서 좋네요,no_answer
Kyuseo Shim,5,2019년 11월 23일,no_answer,"회사에 대한 직장인들의 솔직한 리뷰는 정말 좋은 정보인 것 같습니다. 회사 경험에 대한 의견은 개인 호불호가 있는 것 같지만, 개개인이 느끼는 회사에 대한 생각들은 비슷한 생각이 많은 것으로 보면 신뢰도가 높은 것 같습니다. 이런 내용들이 구직자에게만 공유되는게 아니라, 각 회사의 경영진에 공유되어 회사의 근무환경이 개선될 수 있다면 고용인/피고용인에게 모두 도움이 될 수 있을 것으로 생각됩니다.",no_answer
전지나,5,2019년 11월 22일,no_answer,찜한 회사의 채용공고가 올라왔을 때 알려주는 시스템이 생기면 사용이 더 편리할 것 같습니다.,no_answer
Seunghan Oh,5,2019년 11월 21일,no_answer,기업정보는 정확하고 자세히 알려줍니다,no_answer
이도윤,1,2019년 11월 21일,no_answer,유료라서 별 한개,no_answer
말안듣는남자,4,2019년 11월 20일,2019년 12월 9일,요새 새벽에 왜 자꾸 네트워크오류가 뜨나요 뭐 보려고해도 검색자체가 안되네요,answer
이나경,1,2019년 11월 20일,2019년 12월 9일,왜 계속 서버오류라면서 사용할 수 없다고 뜨는걸까요? 검색도 못하고 오류가 생겨요. 그리고 검색창에 이전에 썼던 검색어를 지울 수 있는 엑스 아이콘이 있을때도 있고 그냥 돋보기아이콘이 있을때도 있고..통일이 필요해보여요.,answer
오정훈,4,2019년 11월 20일,2019년 12월 9일,서버오류로 서비스를 이용할 수 없다고 뜨는데 조치 좀 취해주세요ㅜ,answer
Rinbba,1,2019년 11월 19일,2019년 12월 9일,툭하면 오류네,answer
수펭,1,2019년 11월 19일,no_answer,좋아요,no_answer
심재민,5,2019년 11월 19일,no_answer,"처음엔 불평불만하는 사람들만 작성하는 줄 알았는데, 거진 99%의 적중률을 보여줍니다.",no_answer
lovely k,4,2019년 11월 19일,no_answer,회사 분위기를 알수있어요,no_answer
김성준,1,2019년 11월 18일,no_answer,업체에 대한 평가가 지극히 개인적이고 편파적이라 객관성이 떨어지는 평가가 많음,no_answer
EUNNA IM,1,2019년 11월 18일,2019년 12월 9일,요즘 앱이 왜이렇게 느려요?,answer
상어머리,4,2019년 11월 18일,no_answer,괜찮다,no_answer
AJ Ahn June,4,2019년 11월 17일,no_answer,직장인필수앱,no_answer
AN TI,5,2019년 11월 16일,no_answer,좋은거같아요,no_answer
일이칠,4,2019년 11월 15일,no_answer,좋아요 회사 원서 지원 전에 참고하기 좋네요,no_answer
Song Kkyle,1,2019년 11월 15일,2019년 12월 9일,최악. 비밀번호 매번 재설정하라고 하고 재설정 할때마가 에라라고 또 재설정 하라고 해서 10분만에 삭제,answer
Yun Heo,5,2019년 11월 14일,no_answer,간접적으로 도움이 많이 됩니다,no_answer
이민재,5,2019년 11월 14일,no_answer,기업리뷰 어플중에선 제일 방대한 리뷰량을 가지고있는 듯,no_answer
장정은,5,2019년 11월 11일,no_answer,취업준비하는데 많은도움이 되었습니다,no_answer
숀간디,2,2019년 11월 8일,2019년 12월 9일,아니 쓰레기 같은곳에 단점만 있어서 적는데 왜 밸런스를 맞춰적지 않아서 승인이 안된다고 합니끼? 장점이 있었으면 퇴사를 했을까요? 퇴사를 할만한 요인을 강렬하게 느꼈기에 다른사람 똥 밟지마라고 진솔하게 말리는걸 밸런스까지 생각해야하나요? 판단은 재직자 퇴직자 들이 하게 냅두시는게 좋지않을까요?,answer
이명준,4,2019년 11월 8일,no_answer,좋아요,no_answer
마더러시아,3,2019년 11월 7일,2019년 12월 9일,ui가 너무 불편해요,answer
곽용기,1,2019년 11월 6일,2019년 12월 9일,"리뷰를 못보게 만들어놓으면 이 앱 무슨 쓸모가 있는건가요? 그렇다고 다른 볼만한 컨텐츠도 없고, 자체공고는 전무.. 유료앱이구나 싶어서 바로 삭제 했습니다.",answer
민국기,5,2019년 11월 6일,no_answer,정말 도움많이되는 어플,no_answer
김형우,4,2019년 11월 6일,no_answer,기업리뷰보기 좋은 곳,no_answer
김도영,5,2019년 11월 3일,no_answer,임직원들의 솔직한 리뷰가 회사선택에 많은 도움이 됩니다.,no_answer
lilian sun,5,2019년 11월 2일,no_answer,도움이 많이 되네요 추천,no_answer
곰웉,5,2019년 11월 2일,no_answer,to the best,no_answer
Dusk Spider땅거미,5,2019년 11월 1일,no_answer,진입장벽이 이렇게 낮은 대체플랫폼이없다.,no_answer
Jeffrey Seo,1,2019년 10월 31일,2019년 12월 9일,회사리뷰 볼때 볼만한 기업스토리 좀 빼줘요. 이용권 유료구매로 계속 쓰는데 시간이 지날 수록 UI가 쓰레기가 되어가고 있어요. 리뷰 보기 불편해진것도 짜증 나는데 이제 보고싶지도않은 기업스토리 까지 끼어서 더 짜증나서 리뷰 남깁니다. 잡코리아나 사람인이나 평점 4점 넘는데 여기는 왜 어플점수가 3점대인지 생각좀 하고 업데이트 해주세요.,answer
InSook Hwang,5,2019년 10월 28일,no_answer,이직시 꼭 확인해봅니다 ㅎㅎ,no_answer
오현택,1,2019년 10월 28일,2019년 12월 9일,어플이 너무 불안정함,answer
strawberry cake,1,2019년 10월 27일,2019년 12월 9일,안드로이드4실행하면앱업데이트필요하다는메시지출력되고사용불가,answer
fixer Chang,1,2019년 10월 26일,2019년 12월 9일,점점 가면갈수록 정체성을 잃어가는 듯..잡플래닛은 채용 목적이 아니라 리뷰보러 많이오는데 업데이트해가면 할수록.. 아쉬움 기업 채용 광고 매출때문에 리뷰 보기가 점점 어려워지는걸 보면서 아쉬움,answer
Taewon Kim,1,2019년 10월 24일,2019년 10월 24일,구글결제 27000원 문자 와서 기업명근거로 어디서 청구했나 검색해보니 잡플래닛이네요. 왜청구됐나 곰곰히 생각해보니 해당어플 이용하다 뭐가 뜨길래 무심결에 넘긴거같은데 그게 결제승인하는거였던같습니다. 기억도 안나는데 제가 뭐를 선택한거죠?,answer
엄태영,4,2019년 10월 23일,2019년 10월 24일,이직준비중 지원하고싶은회사에대한 정보를 알수있어서 좋다,answer
만추,5,2019년 10월 23일,2019년 10월 24일,최고,answer
김중혁,5,2019년 10월 23일,2019년 10월 24일,좋았음,answer
Park samuel,3,2019년 10월 22일,2019년 10월 24일,기업리뷰 볼 곳은 여기 밖에 없네요,answer
JEN H,1,2019년 10월 22일,2019년 10월 24일,최신버전인데 업데이트 해야만 볼 수 잇는 컨텐츠라고 뜹니다..... 하...,answer
손은수,5,2019년 10월 22일,2019년 10월 24일,실질적인 후기를 볼 수 있어 너무 좋아요,answer
Beauty NEKO,3,2019년 10월 22일,2019년 10월 24일,근데 이게 좋은 앱이긴 한데.. 악용하려면 얼마든지 악용할 수 있겠더라구요. 재직하지도 않은 회사 리뷰도 쓸 수 있고 회사 내 누군갈 비방하려고 거짓으로도 쓸 수 있구요. 악플 문화가 문제가 되는 이런 시대에..진짜 악플 처럼 일부러 괴롭히려고 누군가 글을 올리거나하면..그걸 회사가 직접 움직여서 삭제하려고 하지 않는 한 비방받은 개인이 삭제요청하긴 힘들지 않나요..?,answer
윤혜윤,1,2019년 10월 21일,2019년 10월 24일,기업에게 돈받고 안좋은 리뷰는 안보이게 하고 재등록하면 등록대기중으로 내내 놔둔다. 이미 업계에서 신뢰떨어진건 다 아는사실,answer
김민영,5,2019년 10월 19일,2019년 10월 24일,꼭 필요한 어플,answer
today is holiday,5,2019년 10월 19일,2019년 10월 24일,"기업 이미지를 재직 또는 퇴사한 경험자에게 들을수있어 굉장히 도움이 많이되었고, 앞으로 지원하게될 회사에 대한 세부적인 정보를 얻을수잇어 감사하네요",answer
Jae Hwan Kim,5,2019년 10월 17일,2019년 10월 24일,이직시 참고할수있는 정보!,answer
경태,5,2019년 10월 16일,2019년 10월 24일,회사 리뷰를 솔직하게 적어놓은 편으로 참고하여 회사를 선택하는데 도움을 줍니다.,answer
전용현,5,2019년 10월 14일,2019년 10월 24일,도움 많이되네요,answer
김블리,5,2019년 10월 13일,2019년 10월 24일,솔직한 리뷰 덕분에 기업에 대해 미리 파악할 수 있어서 자주 이용합니다.,answer
01092606923@nate.com Kim,5,2019년 10월 13일,2019년 10월 24일,리뷰 올리면 업데이트에 시간이 너무 오래걸리긴 하지만 정보가 매우 신뢰할수 있어 만족합니다.,answer
Hada Chang,5,2019년 10월 11일,2019년 10월 24일,많은 도움이 되고 있습니다,answer
이용희,5,2019년 10월 10일,2019년 10월 24일,굿,answer
M annapruna,1,2019년 10월 3일,2019년 10월 24일,이상한,answer
wldnjswkd1,3,2019년 10월 2일,2019년 10월 24일,정말 좋은데 다녔던 회사에 대해 작성했던 리뷰가 해당 회사 리뷰 내에서 없어졌습니다. 회사에서 악용할 수 있으니 방지 부탁드립니다.,answer
도토리,4,2019년 10월 2일,2019년 10월 24일,좋아요,answer
Dr. Dog,5,2019년 10월 1일,2019년 10월 24일,구직자에게 필수 어플이에요.,answer
한예슬,5,2019년 9월 26일,2019년 10월 24일,기업 정보를 한 눈에 볼수있어서 너무 좋아요 망하지마세여😂,answer
손원식,5,2019년 9월 26일,2019년 10월 24일,좋은어플임,answer
와이쏘시리우스,1,2019년 9월 26일,2019년 10월 24일,쓰레기같은 악덕어플. 회사 리뷰는 좋은 글만 써야하나요? 왜 회사의 나쁜 리뷰를 쓰면 올려주질 않는지;; 돈받으시는것 같은데. 그렇게 어플장사꾼 하지마세요.,answer
marujin k,5,2019년 9월 26일,2019년 10월 24일,이직시에 아주 도움이 됩니다.,answer
Jongmin Park,5,2019년 9월 25일,2019년 10월 24일,굿,answer
콜큘퀘키쿄,4,2019년 9월 22일,2019년 10월 24일,리뷰와 평점이 기업분석과 선택에 많이 도움이 되고 있어요 갑사합니다. 그런데 정규직 계약직 인턴(아르바이트) 별로 리뷰와 평점을 따로 보는 분류 기능도 추가해주셨으면 좋겠어요. 고용 형태별로 기준과 만족도가 많이 다르기 때문에 이렇게 구분하면 더욱 정확한 지표가 될 수 있을 거에요. 직종 별로도 지금 나뉘어져 있긴한데 직종별 총 평점도 따로 볼 수 있으면 더 좋을 것 같아요. 지역(지사)별 리뷰까지도 있다면 정말 좋겠구요ㅎㅎ,answer
김유나,5,2019년 9월 22일,2019년 10월 24일,많은 도움 받고 있습니다. 이런 어플이 없었다면 어떻게 회사 내부 분위기까지 알 수 있었을까 싶네요. 첫취업때도 그렇고 많은 도움 받고 앞으로도 받을거같아요!,answer
노메리,2,2019년 9월 21일,2019년 10월 24일,최악의 회사라서 있는 그대로 리뷰를 썼는데 왜 공지도 말도 없이 삭제가 되나요? 그것도 한번도 아닌 두번이나 그랬네요. 필요한 리뷰라서 남긴건데 왜 삭제를 하시는지 모르겠네요. 진짜 실망입니다.,answer
Celia L,1,2019년 9월 20일,2019년 10월 24일,지인이 전직장에 대해 남긴 리뷰가 지워졌다네요. 직접 검색해보니 싹 지워진걸 봤습니다. 이유는 모르겠는데 신뢰성이 대폭 하락하네요. 탈퇴하고 앱 지웁니다.,answer
이정연,5,2019년 9월 20일,2019년 10월 24일,좋아요,answer
minsu kong,4,2019년 9월 19일,2019년 10월 24일,좋습니당,answer
Injun Baek,4,2019년 9월 19일,2019년 10월 24일,기본적으로 큰 도움이 되나 요즘 기업대상으로 모종의 서비스를 제공하는 것에 의해 리뷰가 관리되는 것 같다,answer
쏘쏭이,1,2019년 9월 18일,2019년 10월 24일,기업에 대한 평가 못함 좋은말만 할꺼면 이어플을 왜쓰는건지,answer
김동우,5,2019년 9월 17일,2019년 10월 24일,정말 좋은 정보를 손쉽게 얻을 수 있어서 기쁩니다.,answer
Kim진주,5,2019년 9월 16일,2019년 10월 24일,실제 근무했던 사람들의 리뷰가 많은 도움 되었습니다.,answer
루키댕댕이,1,2019년 9월 14일,2019년 10월 24일,잡플레닛 실망입니다 ㅋㅋㅋㅋ 조작질 리뷰에 정말 역겹네요^^,answer
Dionysos Dimetor,4,2019년 9월 13일,2019년 10월 24일,기업에 대한 정보를 다양한 시각에서 얻을수있습니다.,answer
김다운,5,2019년 9월 10일,2019년 10월 24일,이런앱이 있었다니,answer
최성호,1,2019년 9월 9일,2019년 10월 24일,검색기능 개선좀 하세요 상세검색 선택하는 것도 너무 힘들게 해놓고 원하는 검색하는것도 너무 힘듭니다,answer
김수현,1,2019년 9월 9일,2019년 9월 10일,렉이 심하고 강제종료돼요. 기업명을 검색하고 결과 더 보기를 클릭하면 다시 검색창으로 이동해요. 여러기업을 검색했는데 최근 검색 기록에 기업 3개밖에 안떠요. '나에게 맞는 채용공고 확인하기'서비스에 근무지역과 경력에 전체선택 버튼외에 아무것도 뜨지않아서 선택할수가없어요.,answer
Jason Koh,5,2019년 9월 9일,2019년 9월 10일,현실적인 리뷰가 모여있어 도움이 많이 되네요,answer
박성준,1,2019년 9월 8일,2019년 9월 10일,패치후 노트8은 검색후 결과 더 보기하면 튕김,answer
정승훈,5,2019년 9월 7일,2019년 9월 10일,잡플래닛은 사회적 신뢰를 만드는 기업입니다 고맙습니다 :),answer
차충현,3,2019년 9월 7일,2019년 9월 10일,앱업데이트후에 이상하게 버벅거리거나 자꾸 창이 닫히는 일이 계속생김 ;; 많이 변경되면서 최적화가 덜된것같음 ... 폰은 노트9 입니다. 조치좀 취하시는게 어떨지요~,answer
김범,4,2019년 9월 6일,2019년 9월 10일,알지못한 많은정보 고맙습니다.,answer
Just Another Alice,5,2019년 9월 5일,2019년 9월 10일,면접 전 필수 확인!,answer
1004 Rage,5,2019년 9월 2일,2019년 9월 10일,정말 많은 도움이 되네요 악덕기업이 없는 그날까지,answer
k뮬란,5,2019년 9월 2일,2019년 9월 10일,"좋음. 이런앱이 나와서 넘나 도움됨. 근데 연봉을 신입 얼마, 몇년차얼마 이런식으로 정확하게 쓰도록했음 좋겠다",answer
Tom Jerry,4,2019년 8월 31일,2019년 9월 10일,현재 그 직장에 있던 아닌 이직을 준비하던 정말 좋은 정보를 제공한다. 그 누구보다 그 회사의 현실을 잘 알고 있는 전현직 직원들의 리얼한 리뷰가 이직에 아주 큰 도움은 물론 퇴사를 해야 할까 고민에 대한 도움도 된다. 또 인사파트는 물론 관리자측면에서도 자기 회사에 대한 내용을 보고 반성하는 좋은 정보라 생각된다. 하지만 그 정보를 역이용하는 아주 파렴치한 사업주도 있다는 걸 알았으면 한다.,answer
GK lim,4,2019년 8월 30일,2019년 8월 29일,사라진 글을 어디서 볼수 있는지 찾을수가 없어서 그냥 다시 올렸습니다 다시 올렷는데 금방 승인해 주셨네요 이런 정보를 나눌수 있다니 좋은 플랫폼이 아닐수 없습니다 이하 19.8.29 정말 정말 최악의 회사라 사실에 입각하여 리뷰했는데 왜 공지도 없이 삭제가 된거죠? 제 리뷰 사라져서 그 회사 또 누가 들어가서 피봤는지 별점 하나 짜리 리뷰 또 올라왔더군요. 삭제된 이유 답변 부탁드리며 제 리뷰 복원 해주시기 바랍니다. 다수의 무고한 사람들에게 정말 필요한 리뷰이고 잡플래닛의 존재 이유 아닌가요?,answer
안지현,5,2019년 8월 28일,2019년 8월 29일,정말 좋은 어플입니다,answer
jayjay,4,2019년 8월 28일,2019년 8월 29일,좋은데 댓글 기능도 있었으면...,answer
서교식,2,2019년 8월 27일,2019년 8월 29일,별로네요 입력정보의 혜택을 1년간 볼수있고 지나면 다시 입력 또는 구매권사야하는지 어디도 없다가 갑자기 못보게 막고서는 1년간 혜택이 주어진다고 문의하니 답변을 저리주다니요 실망임,answer
김태형,3,2019년 8월 27일,2019년 8월 29일,너무 도움된다,answer
박제이,1,2019년 8월 25일,2019년 8월 28일,회원탈퇴하기 위해 메일 보내달라고 링크를 눌렀지만 놀랍게도 메일이 오지않았어요. 몇번을 다시 시도했는데도 오지않았어요. 이번에 한 번 더 시도하고도 안되면 좀 화날 것 같네요.,answer
Billie Eillish,5,2019년 8월 21일,2019년 8월 29일,ㅜㅜ망하지말아주세요 100년 뒤에도 건재해주세요♥,answer
정지영,5,2019년 8월 21일,2019년 8월 29일,어플덕분에 취업에 큰 도움이 되었습니다!! 저두 혹시나 이직을 하게 되거나 그러면 무조건 도움드릴껍니당! 어플 만드신분 리스펙!!!,answer
임명순,3,2019년 8월 21일,2019년 8월 28일,자꾸 새로운 업데이트가 필요하다고 무한반복이네요 구글플레이에서 최신버젼으로 깔았고 새로운 업데이트가 필요하대서 다시 구글플레이 여니까 이미 최신버전이고 해결해주세요,answer
함진희,3,2019년 8월 20일,2019년 8월 29일,좀 더 두고봐야 할 것 같아요.,answer
윤푸름,5,2019년 8월 19일,2019년 8월 29일,굿,answer
Youngkwang Lee,4,2019년 8월 17일,2019년 8월 29일,구직사이트에 올라오는 공고는 백프로 신뢰할수 없음. 그나마 잡플래닛을 통해 한번 걸러지는 장점이 있음. 치명적인 단점은 이전 사회경험이 없는 사람들은 이전 회사에 대한 리뷰를 쓸수 없기 때문에 구직하고자 하는 곳의 리뷰열람의 제한이 있음. 신규방문자 및 가입자들에 한해서는 열람서비스의 폭을 크게 한다면 더 좋을것 같음.,answer
HYun,1,2019년 8월 17일,2019년 8월 29일,그냥 좀 보게해라,answer
정경훈,5,2019년 8월 16일,2019년 8월 29일,잘 쓰고 있습니다,answer
Logan,2,2019년 8월 15일,2019년 8월 28일,면접후기를 작성한 이력이 있는데 면접후기를 볼수가 없고 후기를 작성하라고 뜨네요 어떻게 된거죠?,answer
정문성,1,2019년 8월 12일,2019년 8월 28일,앱 상단이 왜 깜박이죠? 신중히 봐야할 정보들인데 정신 사납네요.,answer
윤혜윤,1,2019년 8월 11일,2019년 8월 28일,잘쓰고있었는데 동료가 올린 글이 삭제처리된거보고 신뢰성 떨어졌습니다. 어쩐지 요즘 올라오는 후기들에 괴리감생긴다고 다들 그러더라니..,answer
정원덕,5,2019년 8월 7일,2019년 8월 28일,굳,answer
선.,3,2019년 8월 7일,2019년 8월 28일,리뷰에 지역 보이게 해주세여 지역 필터 만들어주세여,answer
정지오,5,2019년 8월 7일,2019년 8월 28일,"리뷰에 댓글기능 좀 달아 주셨으면 좋겠습니다. 회사에서 홍보차원으로 작성한 글이 발생하고 있고, 현직자가 쓴건지 회사에서 홍보차원으로 쓴건지도 분간이 안됩니다.",answer
구독자,4,2019년 8월 7일,2019년 8월 28일,잘 사용하고 있습니다. 다만 아쉬운 점은 평점별 기업을 볼 수 있었으면 좋겠습니다. 예를들면 평점 5점대 기업들은 어디가 있나 보고싶을 때 5점을 선택해서 그 점수대의 기업들을 전부보는 방법이요!,answer
김구종,1,2019년 8월 5일,2019년 8월 5일,이제 잡플래닛은 신뢰할수없네요 인사팀이 리뷰를 걸러낼수있는 시스템이 이미 구축됐어요. 잡플래닛사는 부정하지만 실제 돈만주면 가능하죠. 차라리 광고로 돈을 벌면서 신뢰성은 갖고가시지 회사에서 돈을 받으면서 스스로 정체성을 파괴했네요..,answer
최민규,5,2019년 7월 28일,2019년 8월 5일,종은거만드셨어요,answer
정도영,5,2019년 7월 27일,2019년 8월 5일,검색창 클릭해도 키보드가 안떠요 노트8 쓰고 있는데 수정 부탁드립니다,answer
우찬,1,2019년 7월 26일,2019년 8월 5일,업데이트를 하라는데 옛날폰은 어플 못쓰나요?,answer
Somin Kang,1,2019년 7월 26일,2019년 8월 5일,"기업에 유리한 리뷰는 제 리뷰의 재심사중 벌써 등록이 되어있는데, 안좋은 리뷰 3개는 통으로 신고가 되어 수정해서 재심사 등록을 했는데도(제꺼 1개) 한달동안 등록이 안되고있습니다 대체 일을 하시긴 하는겁니까??? 결국 그 회사는 별점 4개짜리 아주 만족스러운 회사가 되어있군요.. 잡플래닛을 과연 제가 이제 신뢰할수있을까요? 절대 못믿습니다",answer
김민정,2,2019년 7월 22일,2019년 8월 5일,제가 3개월짜리 5천원이라하여 구매버튼 눌렀는데 2만원이 넘게 결제가되어 환불하려고 구글에 문의하였으나 환불정책상 안된다고 하는데 이걸 어떻게 해야하나요?,answer
ar jo,1,2019년 7월 22일,2019년 8월 5일,프리미엄권 결제했는데 계속 리뷰가 안보입니다.,answer
갸블린,1,2019년 7월 20일,2019년 8월 5일,업데이트 이후 위 상태바쪽 화면이 계속해서 떨립니다. 오류수정부탁드려요,answer
Hye Joo Lee,2,2019년 7월 19일,2019년 8월 5일,업데이트 하고 나니까 글자가 너무 커졌네요. 필요 이상으로 커서 불편해요.,answer
박형진,5,2019년 7월 19일,2019년 8월 5일,직장체험재밌네요,answer
김재환,4,2019년 7월 19일,2019년 8월 5일,사용하기 편리함. 정보 가득,answer
김덕홍,5,2019년 7월 18일,2019년 8월 5일,회사 정보들을 볼수 있어서 너무 좋아요~ 흥하세요,answer
남youeq,5,2019년 7월 17일,2019년 8월 5일,좋아요,answer
Johnny Lim,5,2019년 7월 17일,2019년 8월 5일,핼조선 대한민국에서 정말 필요한 앱.,answer
혜경신,5,2019년 7월 16일,2019년 8월 5일,오케이,answer
기재성,4,2019년 7월 15일,2019년 8월 5일,혹시 일일권이나/횟수로 지불하는 방식은 만들지 않으시나요? 한두번 정도만 필요한데 1개월권을 끊기가..애매한상황이 있어서요.,answer
Sang-A Park,5,2019년 7월 14일,2019년 7월 15일,어플 정말 잘쓰고 있습니다! 근데 제가 다른카드로 리뷰권을 결제해버렸는데 취소하고 다시 결제하려면 어떻게 해야하나요?,answer
Mj Oh,1,2019년 7월 11일,2019년 7월 12일,멤버쉽구매하고 카드결재까지됐다고 문자왔는데 막상 리뷰볼려면 멤버쉽또 구매하라고뜨네요. 그래서 구매들어가면 멤버쉽이용중인데 추가구매한만큼기간연장된다고함ㅋㅋ 어이없네 나랑장난침?,answer
